,description,type,id,ontology_type,orthodb_id,name,count,obsolete_term,ancestor_terms
2085,,GeneOntology,GO:0016192,unclassified GO terms,311758at33208,GO:0016192,167.0,False,"GO:0008150,GO:0016192,GO:0051234,GO:0051179,GO:0006810"
2086,Sec1-like superfamily,interpro,IPR036045,interpro_domains,311758at33208,IPR036045,162.0,,
2087,Sec1-like protein,interpro,IPR001619,interpro_domains,311758at33208,IPR001619,162.0,,
2088,"Sec1-like, domain 2",interpro,IPR027482,interpro_domains,311758at33208,IPR027482,156.0,,
2089,"O: Posttranslational modification, protein turnover, chaperones",text,O,functional_category,311761at33208,,,,
2090,P: Inorganic ion transport and metabolism,text,P,functional_category,311761at33208,,,,
2091,C: Energy production and conversion,text,C,functional_category,311761at33208,,,,
2092,V: Defense mechanisms,text,V,functional_category,311761at33208,,,,
2093,"THO complex, subunit 5",interpro,IPR019163,interpro_domains,311761at33208,IPR019163,151.0,,
2094,"positive regulation of DNA-templated transcription, elongation",GeneOntology,GO:0032786,biological_process,311761at33208,GO:0032786,63.0,False,"GO:0051173,GO:0051171,GO:0044238,GO:0044237,GO:0048518,GO:0050794,GO:0048522,GO:0045893,GO:0065007,GO:0090304,GO:1902680,GO:0008150,GO:2001141,GO:0045935,GO:0008152,GO:0044249,GO:0009889,GO:0006139,GO:0006725,GO:0051254,GO:0006807,GO:0051252,GO:0010468,GO:0010467,GO:0034654,GO:0097659,GO:0019438,GO:0019219,GO:1901360,GO:0009893,GO:1901362,GO:0009891,GO:0009059,GO:0009058,GO:1903506,GO:0043170,GO:0046483,GO:0016070,GO:0018130,GO:0032784,GO:0010556,GO:0019222,GO:0034641,GO:0010557,GO:0032786,GO:0060255,GO:0006351,GO:1901576,GO:0006354,GO:0006355,GO:0009987,GO:1903508,GO:0031328,GO:0044271,GO:0010604,GO:0032774,GO:0031325,GO:0071704,GO:0031326,GO:0050789,GO:0080090,GO:0031323"
2095,mRNA export from nucleus,GeneOntology,GO:0006406,biological_process,311761at33208,GO:0006406,63.0,False,"GO:0006403,GO:0005575,GO:0043170,GO:0051169,GO:0006913,GO:0051168,GO:0051641,GO:0033036,GO:0050658,GO:0051649,GO:0050657,GO:0051028,GO:0008150,GO:0071705,GO:0046907,GO:0008152,GO:0110165,GO:0006810,GO:0009987,GO:0005622,GO:0006406,GO:0051236,GO:0051179,GO:0006405,GO:0051234,GO:0010467,GO:0071704,GO:0015931,GO:0071702"
2096,negative regulation of DNA damage checkpoint,GeneOntology,GO:2000002,biological_process,311761at33208,GO:2000002,47.0,False,"GO:0022402,GO:0042770,GO:0080134,GO:0080135,GO:1901987,GO:0048519,GO:0048518,GO:1901989,GO:1901988,GO:0050794,GO:0048522,GO:0051726,GO:0035556,GO:0065007,GO:0008150,GO:0090068,GO:0048523,GO:0006974,GO:0009966,GO:0010948,GO:0000077,GO:0023057,GO:0000075,GO:0023051,GO:0044770,GO:0023052,GO:2000002,GO:2000001,GO:0007154,GO:1902531,GO:0045786,GO:0045787,GO:1902532,GO:0048583,GO:0009968,GO:0048585,GO:0033554,GO:0050896,GO:0031570,GO:0007165,GO:1901976,GO:0006950,GO:0007049,GO:0009987,GO:1901977,GO:0010648,GO:0051716,GO:0010646,GO:0050789,GO:0010564"
2097,monocyte differentiation,GeneOntology,GO:0030224,biological_process,311761at33208,GO:0030224,47.0,False,"GO:1903131,GO:0008150,GO:0030097,GO:0048856,GO:0048468,GO:0002573,GO:0009987,GO:0048869,GO:0002521,GO:0030154,GO:0030099,GO:0030224,GO:0032502"
2098,viral mRNA export from host cell nucleus,GeneOntology,GO:0046784,biological_process,311761at33208,GO:0046784,47.0,False,"GO:0008150,GO:0044417,GO:0044419,GO:0046784,GO:0051701,GO:0044403"
2099,THO complex part of transcription export complex,GeneOntology,GO:0000445,cellular_component,311761at33208,GO:0000445,63.0,False,"GO:0043229,GO:0000347,GO:0000346,GO:0000445,GO:0110165,GO:0043226,GO:0005575,GO:0005622,GO:0043227,GO:0005634,GO:0140513,GO:0043231,GO:0032991"
2100,THO complex,GeneOntology,GO:0000347,cellular_component,311761at33208,GO:0000347,56.0,False,"GO:0005634,GO:0043229,GO:0140513,GO:0043231,GO:0032991,GO:0000347,GO:0110165,GO:0043226,GO:0005575,GO:0005622,GO:0043227"
2101,nucleus,GeneOntology,GO:0005634,cellular_component,311761at33208,GO:0005634,52.0,False,"GO:0043229,GO:0005634,GO:0043231,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043227"
2102,transcription export complex,GeneOntology,GO:0000346,cellular_component,311761at33208,GO:0000346,48.0,False,"GO:0005634,GO:0043229,GO:0140513,GO:0043231,GO:0032991,GO:0110165,GO:0000346,GO:0043226,GO:0005575,GO:0005622,GO:0043227"
2103,nucleoplasm,GeneOntology,GO:0005654,cellular_component,311761at33208,GO:0005654,47.0,False,"GO:0043229,GO:0043233,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043227,GO:0005654,GO:0005634,GO:0070013,GO:0043231,GO:0031981,GO:0031974"
2104,"nuclear chromosome, telomeric region",GeneOntology,GO:0000784,cellular_component,311761at33208,GO:0000784,47.0,False,"GO:0043229,GO:0000781,GO:0098687,GO:0043232,GO:0005694,GO:0110165,GO:0043226,GO:0005575,GO:0005622,GO:0043228"
2105,G: Carbohydrate transport and metabolism,text,G,functional_category,312577at33208,,,,
2106,"O: Posttranslational modification, protein turnover, chaperones",text,O,functional_category,312577at33208,,,,
2107,"L: Replication, recombination and repair",text,L,functional_category,312577at33208,,,,
2108,"DNA methylase, N-6 adenine-specific, conserved site",interpro,IPR002052,interpro_domains,312577at33208,IPR002052,62.0,,
2109,"Zinc finger, GRF-type",interpro,IPR010666,interpro_domains,312577at33208,IPR010666,61.0,,
2110,,GeneOntology,GO:0008168,unclassified GO terms,312577at33208,GO:0008168,88.0,False,"GO:0003824,GO:0008168,GO:0016740,GO:0016741,GO:0003674"
2111,nucleic acid binding,GeneOntology,GO:0003676,molecular_function,312577at33208,GO:0003676,107.0,False,"GO:0003676,GO:1901363,GO:0097159,GO:0005488,GO:0003674"
2112,zinc ion binding,GeneOntology,GO:0008270,molecular_function,312577at33208,GO:0008270,106.0,False,"GO:0046914,GO:0008270,GO:0046872,GO:0043167,GO:0043169,GO:0005488,GO:0003674"
2113,methylation,GeneOntology,GO:0032259,biological_process,312577at33208,GO:0032259,76.0,False,"GO:0008150,GO:0008152,GO:0032259"
2114,T: Signal transduction mechanisms,text,T,functional_category,313091at33208,,,,
2115,"O: Posttranslational modification, protein turnover, chaperones",text,O,functional_category,313091at33208,,,,
2116,M: Cell wall/membrane/envelope biogenesis,text,M,functional_category,313091at33208,,,,
2117,Protein kinase-like domain superfamily,interpro,IPR011009,interpro_domains,313091at33208,IPR011009,169.0,,
2118,RIO kinase,interpro,IPR000687,interpro_domains,313091at33208,IPR000687,162.0,,
2119,Serine/threonine-protein kinase Rio2,interpro,IPR030484,interpro_domains,313091at33208,IPR030484,160.0,,
2120,"RIO2 kinase winged helix domain, N-terminal",interpro,IPR015285,interpro_domains,313091at33208,IPR015285,154.0,,
2121,Winged helix DNA-binding domain superfamily,interpro,IPR036390,interpro_domains,313091at33208,IPR036390,154.0,,
2122,Winged helix-like DNA-binding domain superfamily,interpro,IPR036388,interpro_domains,313091at33208,IPR036388,153.0,,
2123,"RIO kinase, conserved site",interpro,IPR018935,interpro_domains,313091at33208,IPR018935,146.0,,
2124,,GeneOntology,GO:0004674,unclassified GO terms,313091at33208,GO:0004674,185.0,False,"GO:0140096,GO:0003824,GO:0004672,GO:0016772,GO:0016740,GO:0016773,GO:0004674,GO:0016301,GO:0003674"
2125,,GeneOntology,GO:0004672,unclassified GO terms,313091at33208,GO:0004672,173.0,False,"GO:0140096,GO:0003824,GO:0004672,GO:0016772,GO:0016740,GO:0016773,GO:0016301,GO:0003674"
2126,ATP binding,GeneOntology,GO:0005524,molecular_function,313091at33208,GO:0005524,184.0,False,"GO:1901363,GO:1901265,GO:0043167,GO:0036094,GO:0043168,GO:0005488,GO:0003674,GO:0000166,GO:0005524,GO:0032559,GO:0097159,GO:0035639,GO:0097367,GO:0017076,GO:0032553,GO:0030554,GO:0032555"
2127,protein phosphorylation,GeneOntology,GO:0006468,biological_process,313091at33208,GO:0006468,185.0,False,"GO:0036211,GO:0019538,GO:0008150,GO:0008152,GO:1901564,GO:0006793,GO:0006468,GO:0044238,GO:0044237,GO:0043412,GO:0009987,GO:0006796,GO:0043170,GO:0006807,GO:0016310,GO:0071704"
2128,,GeneOntology,GO:1905515,unclassified GO terms,315044at33208,GO:1905515,157.0,False,"GO:0008150,GO:0120036,GO:0070925,GO:0060271,GO:0030031,GO:0030030,GO:0022607,GO:1905515,GO:0006996,GO:0009987,GO:0044085,GO:0044782,GO:0016043,GO:0071840,GO:0120031"
2129,Tetratricopeptide repeat protein 8,interpro,IPR028796,interpro_domains,315044at33208,IPR028796,136.0,,
2130,Tetratricopeptide repeat-containing domain,interpro,IPR013026,interpro_domains,315044at33208,IPR013026,132.0,,
2131,Tetratricopeptide-like helical domain superfamily,interpro,IPR011990,interpro_domains,315044at33208,IPR011990,132.0,,
2132,Tetratricopeptide repeat,interpro,IPR019734,interpro_domains,315044at33208,IPR019734,130.0,,
2133,BBSome,GeneOntology,GO:0034464,cellular_component,315044at33208,GO:0034464,171.0,False,"GO:0120025,GO:0034464,GO:0005929,GO:0032991,GO:0043226,GO:0110165,GO:0005575,GO:0042995,GO:0043227"
2134,E: Amino acid transport and metabolism,text,E,functional_category,315044at33208,,,,
2135,M: Cell wall/membrane/envelope biogenesis,text,M,functional_category,315044at33208,,,,
2136,T: Signal transduction mechanisms,text,T,functional_category,315044at33208,,,,
2137,H: Coenzyme transport and metabolism,text,H,functional_category,315393at33208,,,,
2138,I: Lipid transport and metabolism,text,I,functional_category,315393at33208,,,,
2139,"U: Intracellular trafficking, secretion, and vesicular transport",text,U,functional_category,315393at33208,,,,
2140,"oxidoreductase activity, acting on the CH-CH group of donors",GeneOntology,GO:0016627,molecular_function,315393at33208,GO:0016627,168.0,False,"GO:0016627,GO:0003824,GO:0016491,GO:0003674"
2141,"Heme A synthase, type 2",interpro,IPR023754,interpro_domains,315393at33208,IPR023754,154.0,,
2142,COX15/CtaA family,interpro,IPR003780,interpro_domains,315393at33208,IPR003780,154.0,,
2143,"Peptidase S1, PA clan",interpro,IPR009003,interpro_domains,315393at33208,IPR009003,91.0,,
2144,heme a biosynthetic process,GeneOntology,GO:0006784,biological_process,315393at33208,GO:0006784,182.0,False,"GO:1901360,GO:1901362,GO:0006783,GO:0006784,GO:1901564,GO:0009058,GO:1901566,GO:0044237,GO:0046483,GO:0006778,GO:0006779,GO:0018130,GO:0033014,GO:0034641,GO:0033013,GO:0046160,GO:0008150,GO:0008152,GO:0042440,GO:1901576,GO:0046148,GO:0042168,GO:0044249,GO:0009987,GO:0006725,GO:0044271,GO:0006807,GO:0071704,GO:0019438"
2145,oxidation-reduction process,GeneOntology,GO:0055114,biological_process,315393at33208,GO:0055114,168.0,True,
2146,integral component of membrane,GeneOntology,GO:0016021,cellular_component,315393at33208,GO:0016021,168.0,False,"GO:0016020,GO:0110165,GO:0005575"
2147,membrane,GeneOntology,GO:0016020,cellular_component,315393at33208,GO:0016020,167.0,False,"GO:0016020,GO:0110165,GO:0005575"
2148,K: Transcription,text,K,functional_category,317470at33208,,,,
2149,"J: Translation, ribosomal structure and biogenesis",text,J,functional_category,317470at33208,,,,
2150,tRNA-dihydrouridine synthase,interpro,IPR001269,interpro_domains,317470at33208,IPR001269,130.0,,
2151,Aldolase-type TIM barrel,interpro,IPR013785,interpro_domains,317470at33208,IPR013785,128.0,,
2152,"DUS-like, FMN-binding domain",interpro,IPR035587,interpro_domains,317470at33208,IPR035587,127.0,,
2153,Double-stranded RNA-binding domain,interpro,IPR014720,interpro_domains,317470at33208,IPR014720,120.0,,
2154,"tRNA-dihydrouridine synthase, conserved site",interpro,IPR018517,interpro_domains,317470at33208,IPR018517,101.0,,
2155,tRNA dihydrouridine synthase activity,GeneOntology,GO:0017150,molecular_function,317470at33208,GO:0017150,147.0,False,"GO:0034470,GO:1901360,GO:0016627,GO:0009451,GO:0044238,GO:0044237,GO:0006400,GO:0003674,GO:0043170,GO:0046483,GO:0016070,GO:0003824,GO:0016491,GO:0106413,GO:0034641,GO:0140098,GO:0090304,GO:0008150,GO:0008033,GO:0034660,GO:0008152,GO:0006399,GO:0006396,GO:0006139,GO:0043412,GO:0009987,GO:0006725,GO:0017150,GO:0002943,GO:0006807,GO:0010467,GO:0071704,GO:0140640,GO:0140101"
2156,flavin adenine dinucleotide binding,GeneOntology,GO:0050660,molecular_function,317470at33208,GO:0050660,147.0,False,"GO:0000166,GO:1901363,GO:0097159,GO:0050660,GO:1901265,GO:0043167,GO:0036094,GO:0043168,GO:0005488,GO:0003674"
2157,catalytic activity,GeneOntology,GO:0003824,molecular_function,317470at33208,GO:0003824,146.0,False,"GO:0003824,GO:0003674"
2158,oxidation-reduction process,GeneOntology,GO:0055114,biological_process,317470at33208,GO:0055114,147.0,True,
2159,tRNA processing,GeneOntology,GO:0008033,biological_process,317470at33208,GO:0008033,147.0,False,"GO:0090304,GO:0034470,GO:0008150,GO:1901360,GO:0008033,GO:0034660,GO:0008152,GO:0006399,GO:0006396,GO:0044238,GO:0044237,GO:0006139,GO:0009987,GO:0043170,GO:0006725,GO:0046483,GO:0016070,GO:0006807,GO:0010467,GO:0034641,GO:0071704"
2160,tRNA dihydrouridine synthesis,GeneOntology,GO:0002943,biological_process,317470at33208,GO:0002943,133.0,False,"GO:0034470,GO:1901360,GO:0009451,GO:0044238,GO:0044237,GO:0006400,GO:0043170,GO:0046483,GO:0016070,GO:0034641,GO:0090304,GO:0008150,GO:0008033,GO:0034660,GO:0008152,GO:0006399,GO:0006396,GO:0006139,GO:0043412,GO:0009987,GO:0006725,GO:0002943,GO:0006807,GO:0010467,GO:0071704"
2161,,GeneOntology,GO:0045454,unclassified GO terms,318483at33208,GO:0045454,175.0,False,"GO:0008150,GO:0019725,GO:0042592,GO:0045454"
2162,Thioredoxin-like superfamily,interpro,IPR036249,interpro_domains,318483at33208,IPR036249,183.0,,
2163,Thioredoxin domain,interpro,IPR013766,interpro_domains,318483at33208,IPR013766,169.0,,
2164,cell,GeneOntology,GO:0005623,cellular_component,318483at33208,GO:0005623,142.0,True,
2165,"O: Posttranslational modification, protein turnover, chaperones",text,O,functional_category,318483at33208,,,,
2166,P: Inorganic ion transport and metabolism,text,P,functional_category,318483at33208,,,,
2167,C: Energy production and conversion,text,C,functional_category,318483at33208,,,,
2168,,GeneOntology,GO:0003723,unclassified GO terms,318532at33208,GO:0003723,168.0,False,"GO:0003676,GO:0003723,GO:0097159,GO:1901363,GO:0005488,GO:0003674"
2169,,GeneOntology,GO:0006396,unclassified GO terms,318532at33208,GO:0006396,157.0,False,"GO:0090304,GO:0008150,GO:1901360,GO:0008152,GO:0006396,GO:0044238,GO:0044237,GO:0006139,GO:0009987,GO:0043170,GO:0006725,GO:0046483,GO:0016070,GO:0006807,GO:0010467,GO:0034641,GO:0071704"
2170,,GeneOntology,GO:0009982,unclassified GO terms,318532at33208,GO:0009982,156.0,False,"GO:0016866,GO:0003824,GO:0009982,GO:0003674,GO:0016853"
2171,,GeneOntology,GO:0009451,unclassified GO terms,318532at33208,GO:0009451,155.0,False,"GO:0090304,GO:0008150,GO:1901360,GO:0009451,GO:0008152,GO:0044238,GO:0043412,GO:0006139,GO:0044237,GO:0009987,GO:0006725,GO:0043170,GO:0046483,GO:0016070,GO:0006807,GO:0034641,GO:0071704"
2172,tRNA pseudouridine synthase B family,interpro,IPR004802,interpro_domains,318532at33208,IPR004802,145.0,,
2173,"Pseudouridine synthase, catalytic domain superfamily",interpro,IPR020103,interpro_domains,318532at33208,IPR020103,143.0,,
2174,"tRNA pseudouridylate synthase B, C-terminal",interpro,IPR032819,interpro_domains,318532at33208,IPR032819,139.0,,
2175,Dyskerin-like,interpro,IPR012960,interpro_domains,318532at33208,IPR012960,138.0,,
2176,PUA domain,interpro,IPR002478,interpro_domains,318532at33208,IPR002478,137.0,,
2177,PUA-like superfamily,interpro,IPR015947,interpro_domains,318532at33208,IPR015947,137.0,,
2178,"Pseudouridine synthase II, N-terminal",interpro,IPR002501,interpro_domains,318532at33208,IPR002501,136.0,,
2179,Uncharacterised domain CHP00451,interpro,IPR004521,interpro_domains,318532at33208,IPR004521,130.0,,
2180,pseudouridine synthesis,GeneOntology,GO:0001522,biological_process,318532at33208,GO:0001522,155.0,False,"GO:0090304,GO:0008150,GO:1901360,GO:0009451,GO:0008152,GO:0044238,GO:0044237,GO:0043412,GO:0006139,GO:0009987,GO:0043170,GO:0006725,GO:0046483,GO:0001522,GO:0016070,GO:0006807,GO:0034641,GO:0071704"
2181,"J: Translation, ribosomal structure and biogenesis",text,J,functional_category,318532at33208,,,,
2182,E: Amino acid transport and metabolism,text,E,functional_category,318532at33208,,,,
2183,H: Coenzyme transport and metabolism,text,H,functional_category,318532at33208,,,,
2184,"J: Translation, ribosomal structure and biogenesis",text,J,functional_category,319574at33208,,,,
2185,E: Amino acid transport and metabolism,text,E,functional_category,319574at33208,,,,
2186,"Pseudouridine synthase, catalytic domain superfamily",interpro,IPR020103,interpro_domains,319574at33208,IPR020103,138.0,,
2187,"Pseudouridine synthase I, TruA",interpro,IPR001406,interpro_domains,319574at33208,IPR001406,138.0,,
2188,"Pseudouridine synthase I, TruA, C-terminal",interpro,IPR020095,interpro_domains,319574at33208,IPR020095,134.0,,
2189,"Pseudouridine synthase I, TruA, alpha/beta domain",interpro,IPR020097,interpro_domains,319574at33208,IPR020097,133.0,,
2190,,GeneOntology,GO:0009982,unclassified GO terms,319574at33208,GO:0009982,150.0,False,"GO:0016866,GO:0003824,GO:0009982,GO:0003674,GO:0016853"
2191,,GeneOntology,GO:0003723,unclassified GO terms,319574at33208,GO:0003723,150.0,False,"GO:0003676,GO:0003723,GO:0097159,GO:1901363,GO:0005488,GO:0003674"
2192,,GeneOntology,GO:0009451,unclassified GO terms,319574at33208,GO:0009451,150.0,False,"GO:0090304,GO:0008150,GO:1901360,GO:0009451,GO:0008152,GO:0044238,GO:0043412,GO:0006139,GO:0044237,GO:0009987,GO:0006725,GO:0043170,GO:0046483,GO:0016070,GO:0006807,GO:0034641,GO:0071704"
2193,isomerase activity,GeneOntology,GO:0016853,molecular_function,319574at33208,GO:0016853,124.0,False,"GO:0003824,GO:0003674,GO:0016853"
2194,tRNA pseudouridine synthase activity,GeneOntology,GO:0106029,molecular_function,319574at33208,GO:0106029,121.0,False,"GO:0016866,GO:0003824,GO:0106029,GO:0009982,GO:0140098,GO:0003674,GO:0016853,GO:0140101,GO:0140640"
2195,pseudouridine synthesis,GeneOntology,GO:0001522,biological_process,319574at33208,GO:0001522,150.0,False,"GO:0090304,GO:0008150,GO:1901360,GO:0009451,GO:0008152,GO:0044238,GO:0044237,GO:0043412,GO:0006139,GO:0009987,GO:0043170,GO:0006725,GO:0046483,GO:0001522,GO:0016070,GO:0006807,GO:0034641,GO:0071704"
2196,tRNA processing,GeneOntology,GO:0008033,biological_process,319574at33208,GO:0008033,127.0,False,"GO:0090304,GO:0034470,GO:0008150,GO:1901360,GO:0008033,GO:0034660,GO:0008152,GO:0006399,GO:0006396,GO:0044238,GO:0044237,GO:0006139,GO:0009987,GO:0043170,GO:0006725,GO:0046483,GO:0016070,GO:0006807,GO:0010467,GO:0034641,GO:0071704"
2197,"L: Replication, recombination and repair",text,L,functional_category,320390at33208,,,,
2198,K: Transcription,text,K,functional_category,320390at33208,,,,
2199,H: Coenzyme transport and metabolism,text,H,functional_category,320390at33208,,,,
2200,"NatC N(alpha)-terminal acetyltransferase, Mak10 subunit",interpro,IPR007244,interpro_domains,320390at33208,IPR007244,145.0,,
2201,N-terminal peptidyl-methionine acetylation,GeneOntology,GO:0017196,biological_process,320390at33208,GO:0017196,137.0,False,"GO:0036211,GO:0008150,GO:0019538,GO:0008152,GO:1901564,GO:0006473,GO:0043543,GO:0006474,GO:0044238,GO:0043412,GO:0043170,GO:0018193,GO:0006807,GO:0017196,GO:0031365,GO:0010467,GO:0051604,GO:0071704,GO:0018206"
2202,NatC complex,GeneOntology,GO:0031417,cellular_component,320390at33208,GO:0031417,161.0,False,"GO:0031417,GO:1902493,GO:1902494,GO:1990234,GO:0140535,GO:0005737,GO:0032991,GO:0110165,GO:0031248,GO:0005575,GO:0031414,GO:0005622"
2203,"O: Posttranslational modification, protein turnover, chaperones",text,O,functional_category,321332at33208,,,,
2204,T: Signal transduction mechanisms,text,T,functional_category,321332at33208,,,,
2205,Integrator complex subunit 10,interpro,IPR026164,interpro_domains,321332at33208,IPR026164,126.0,,
